customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,device_protection,streaming_tv,streaming_movies,phone_service,multiple_lines,payment_method,paperless_billing,senior_citizen,partner,dependents,churn
CUST-004449,50,129.27,6525.48,Two year,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,Yes,Yes,0
CUST-004450,8,62.73,669.89,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,1
CUST-004451,14,94.75,1385.36,Two year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,No,No,Yes,Yes,0
CUST-004452,67,90.72,5973.91,Two year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-004453,68,49.73,3318.17,Month-to-month,DSL,No,No,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,No,0
CUST-004454,67,120.91,8033.91,Month-to-month,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Credit card,No,No,Yes,No,1
CUST-004455,16,117.68,1839.73,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-004456,31,104.87,3231.51,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Electronic check,Yes,No,No,No,1
CUST-004457,42,116.65,4938.69,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-004458,24,35.04,701.16,Two year,No,No,No,No,No,No,Yes,No,Mailed check,Yes,Yes,Yes,No,0
CUST-004459,5,71.22,437.82,Month-to-month,No,Yes,Yes,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-004460,16,45.4,795.32,Two year,No,Yes,No,Yes,No,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-004461,1,126.74,0.0,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,No,1
CUST-004462,42,109.26,4672.98,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Mailed check,Yes,No,Yes,No,1
CUST-004463,72,122.19,8807.06,One year,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-004464,17,57.19,878.32,Two year,DSL,No,Yes,No,No,No,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-004465,4,80.67,216.72,Month-to-month,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,Yes,1
CUST-004466,17,79.42,1373.07,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-004467,44,111.23,5003.85,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-004468,67,83.23,5492.36,Two year,Fiber optic,Yes,No,Yes,No,No,Yes,No,Mailed check,Yes,Yes,No,No,0
CUST-004469,70,99.44,6966.77,One year,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-004470,4,21.04,0.0,One year,No,No,No,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-004471,7,87.19,673.68,Two year,Fiber optic,Yes,Yes,No,No,No,No,No,Bank transfer,Yes,No,No,Yes,0
CUST-004472,13,98.13,1317.26,One year,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-004473,23,25.96,656.25,Month-to-month,No,No,No,No,No,No,No,No,Bank transfer,Yes,No,No,No,0
CUST-004474,5,64.46,288.55,Two year,DSL,No,Yes,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,0
CUST-004475,33,77.4,2324.86,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,Credit card,Yes,No,Yes,No,0
CUST-004476,2,47.74,0.0,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-004477,72,93.59,6806.91,One year,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,No,No,No,No,0
CUST-004478,7,96.19,548.44,One year,Fiber optic,No,No,No,Yes,No,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-004479,43,68.64,2769.08,One year,DSL,No,No,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-004480,67,122.74,8218.8,One year,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-004481,39,99.68,3957.51,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Electronic check,Yes,No,Yes,No,0
CUST-004482,69,69.78,4730.18,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,No,No,No,Yes,0
CUST-004483,24,115.36,2743.62,One year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,No,0
CUST-004484,71,106.35,7810.29,Two year,Fiber optic,No,Yes,No,No,Yes,No,Yes,Mailed check,Yes,No,No,No,0
CUST-004485,7,66.5,573.84,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-004486,25,67.79,1701.59,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-004487,44,73.24,3246.93,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,No,Bank transfer,No,No,Yes,Yes,1
CUST-004488,71,44.03,3326.52,One year,No,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-004489,64,70.64,4453.92,Month-to-month,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,0
CUST-004490,67,97.73,6289.96,One year,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,0
CUST-004491,30,114.17,3274.13,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,No,No,No,No,1
CUST-004492,23,101.44,2126.18,Two year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Mailed check,Yes,No,No,No,1
CUST-004493,63,114.78,7052.84,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,Mailed check,No,No,No,No,0
CUST-004494,42,97.81,4108.81,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-004495,3,43.68,0.0,Month-to-month,No,No,No,No,Yes,No,Yes,No,Credit card,No,No,Yes,No,1
CUST-004496,46,44.05,2183.13,One year,No,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,0
CUST-004497,45,70.72,3215.61,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,Mailed check,No,No,No,Yes,1
CUST-004498,12,74.06,635.64,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-004499,40,69.64,2936.23,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,1
CUST-004500,56,80.67,4503.99,Two year,Fiber optic,No,No,No,Yes,No,Yes,Yes,Mailed check,No,No,No,No,0
CUST-004501,45,115.51,5078.69,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,1
CUST-004502,44,92.05,4349.45,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-004503,4,57.86,124.84,Two year,DSL,No,No,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-004504,23,131.39,2979.71,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,0
CUST-004505,43,71.22,3313.37,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-004506,53,108.55,5774.0,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-004507,44,117.19,5158.7,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-004508,32,104.04,3301.42,Two year,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,1
CUST-004509,59,78.5,4791.5,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-004510,9,96.87,823.88,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1
CUST-004511,22,77.04,1894.21,One year,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,No,No,Yes,No,1
CUST-004512,30,104.21,2952.18,Two year,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,0
CUST-004513,72,102.49,7260.48,Month-to-month,Fiber optic,No,No,No,No,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-004514,8,56.67,514.64,One year,DSL,No,No,No,Yes,Yes,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-004515,42,57.82,2473.31,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-004516,29,75.27,2048.82,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer,No,No,No,No,0
CUST-004517,15,115.25,2046.69,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,1
CUST-004518,18,118.25,2388.77,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card,No,No,No,No,0
CUST-004519,34,112.51,3802.63,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,1
CUST-004520,5,110.8,641.02,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-004521,42,71.38,3088.32,One year,DSL,No,No,No,No,No,Yes,No,Bank transfer,Yes,No,Yes,Yes,0
CUST-004522,10,111.51,1266.39,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-004523,54,94.61,5127.83,Month-to-month,Fiber optic,No,No,Yes,Yes,No,No,No,Credit card,Yes,No,Yes,No,0
CUST-004524,7,74.17,600.37,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,No,No,Yes,No,1
CUST-004525,12,126.03,1559.64,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,No,Yes,1
CUST-004526,54,71.39,3855.43,One year,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-004527,51,89.21,4606.58,Month-to-month,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card,No,No,No,No,1
CUST-004528,63,92.18,6215.63,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Credit card,No,No,Yes,No,0
CUST-004529,17,95.93,1752.77,One year,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Mailed check,Yes,No,No,No,0
CUST-004530,18,63.82,1249.84,Month-to-month,DSL,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,No,0
CUST-004531,21,18.0,557.52,Month-to-month,No,No,Yes,No,No,No,Yes,No,Credit card,No,Yes,No,No,1
CUST-004532,30,99.41,3171.24,One year,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Mailed check,Yes,No,No,No,1
CUST-004533,70,77.31,5258.8,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,No,Credit card,Yes,No,No,Yes,0
CUST-004534,65,127.0,8385.32,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Credit card,No,No,No,No,1
CUST-004535,71,84.94,6282.89,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-004536,24,72.05,1425.68,Month-to-month,No,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-004537,70,80.46,5722.48,Two year,DSL,Yes,No,No,Yes,No,No,Yes,Bank transfer,Yes,No,No,No,0
CUST-004538,45,119.75,5342.62,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Mailed check,No,No,Yes,No,0
CUST-004539,64,99.3,6308.32,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,No,Yes,Yes,No,1
CUST-004540,52,122.27,6381.37,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,0
CUST-004541,58,87.18,5232.95,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-004542,43,33.84,1567.11,Month-to-month,No,No,No,No,Yes,No,Yes,No,Mailed check,No,No,Yes,Yes,1
CUST-004543,68,124.01,8358.55,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Electronic check,No,Yes,Yes,Yes,0
CUST-004544,72,104.74,7488.72,One year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,Yes,Yes,No,Yes,1
CUST-004545,44,80.39,3636.28,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,1
CUST-004546,4,62.54,311.58,Two year,No,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-004547,24,93.44,2016.92,Two year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,No,Yes,1
CUST-004548,7,49.47,502.92,Two year,DSL,No,No,No,Yes,No,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-004549,70,76.55,5244.29,One year,DSL,No,Yes,No,No,No,Yes,Yes,Electronic check,No,No,Yes,No,0
CUST-004550,72,91.33,6042.63,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,No,No,No,No,1
CUST-004551,8,61.24,450.34,Month-to-month,No,Yes,Yes,No,No,Yes,Yes,No,Electronic check,No,Yes,Yes,No,1
CUST-004552,41,69.83,2811.21,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-004553,43,45.55,1967.0,Month-to-month,No,No,Yes,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-004554,27,95.35,2650.32,One year,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer,Yes,No,Yes,No,0
CUST-004555,33,100.38,3095.87,One year,DSL,No,Yes,No,Yes,Yes,No,Yes,Credit card,Yes,No,No,Yes,0
CUST-004556,68,100.23,6917.64,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No,1
CUST-004557,12,73.85,947.13,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,No,Credit card,No,Yes,No,Yes,0
CUST-004558,66,113.81,7736.34,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Credit card,Yes,No,Yes,No,0
CUST-004559,32,84.3,2786.23,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,No,Yes,Yes,No,0
CUST-004560,64,61.21,4275.48,Month-to-month,No,No,No,Yes,No,No,Yes,Yes,Mailed check,No,No,No,No,1
CUST-004561,67,77.27,5526.68,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,No,0
CUST-004562,2,120.24,14.72,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,1
CUST-004563,28,44.7,1108.88,One year,No,No,Yes,No,Yes,No,Yes,Yes,Bank transfer,Yes,Yes,Yes,No,0
CUST-004564,29,108.55,3146.12,Two year,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,Yes,Yes,0
CUST-004565,20,62.4,1046.16,One year,No,No,No,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-004566,60,116.41,6980.6,Two year,Fiber optic,No,No,Yes,Yes,No,No,Yes,Mailed check,Yes,No,No,Yes,0
CUST-004567,16,112.09,1673.58,One year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,1
CUST-004568,30,114.37,3463.93,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Credit card,No,No,Yes,No,1
CUST-004569,51,132.1,6763.78,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-004570,50,40.91,2206.24,Two year,No,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-004571,3,69.65,433.24,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Credit card,Yes,No,No,No,1
CUST-004572,60,87.4,5056.0,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-004573,71,50.01,3553.55,Month-to-month,No,Yes,Yes,No,No,Yes,Yes,Yes,Credit card,No,No,Yes,No,1
CUST-004574,49,86.29,4389.37,One year,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,Yes,0
CUST-004575,40,69.48,2924.74,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-004576,20,67.58,1288.73,One year,DSL,No,No,Yes,No,No,Yes,No,Bank transfer,No,Yes,No,No,1
CUST-004577,3,68.3,336.44,Two year,DSL,No,No,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-004578,52,55.55,3066.25,Month-to-month,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,No,No,Yes,No,0
CUST-004579,17,108.19,1646.22,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-004580,68,86.22,5827.18,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Credit card,No,No,Yes,Yes,0
CUST-004581,36,102.55,3719.88,One year,Fiber optic,No,Yes,No,Yes,No,Yes,No,Credit card,Yes,No,No,Yes,1
CUST-004582,31,34.77,1225.43,Month-to-month,No,No,No,No,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,No,0
CUST-004583,14,44.03,574.15,Two year,No,No,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-004584,22,64.47,1423.59,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,Yes,No,Yes,1
CUST-004585,71,126.06,9060.8,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-004586,46,106.55,4802.12,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,Yes,1
CUST-004587,38,95.08,3433.71,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,0
CUST-004588,17,86.46,1360.42,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,1
CUST-004589,27,89.19,2515.87,One year,DSL,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,Yes,Yes,No,0
CUST-004590,24,105.55,2680.64,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,1
CUST-004591,58,73.01,4229.64,One year,Fiber optic,No,No,Yes,No,No,Yes,No,Credit card,Yes,Yes,Yes,No,0
CUST-004592,27,87.76,2357.34,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,Yes,No,No,No,1
CUST-004593,34,95.37,3057.18,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-004594,61,67.64,4231.37,One year,Fiber optic,No,No,No,No,No,Yes,Yes,Mailed check,No,No,No,No,0
CUST-004595,18,108.21,1894.03,One year,Fiber optic,Yes,No,No,No,Yes,Yes,No,Mailed check,No,Yes,No,Yes,0
CUST-004596,54,69.7,3635.67,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,No,No,Yes,Yes,0
CUST-004597,17,94.16,1492.2,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Credit card,Yes,No,Yes,Yes,0
CUST-004598,62,107.75,6649.67,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-004599,24,117.57,2935.17,Two year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Credit card,No,No,No,Yes,0
CUST-004600,0,103.21,368.94,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Mailed check,Yes,Yes,Yes,Yes,1
CUST-004601,32,53.51,2227.37,One year,No,No,Yes,Yes,No,Yes,Yes,No,Mailed check,No,No,No,No,0
CUST-004602,13,57.25,1007.76,One year,DSL,No,Yes,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-004603,33,75.06,2429.47,One year,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-004604,66,88.26,6133.14,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-004605,28,114.17,3204.3,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-004606,43,43.29,1755.89,One year,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,0
CUST-004607,28,100.8,2763.26,One year,Fiber optic,Yes,No,Yes,No,No,Yes,No,Bank transfer,No,No,No,No,1
CUST-004608,69,94.18,6391.47,Two year,Fiber optic,Yes,No,No,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes,0
CUST-004609,34,38.3,1527.01,Two year,No,Yes,No,Yes,No,No,Yes,Yes,Bank transfer,No,No,Yes,Yes,0
CUST-004610,28,94.23,2662.14,One year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-004611,19,69.38,1205.52,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,Yes,Bank transfer,Yes,Yes,Yes,Yes,0
CUST-004612,14,73.76,984.79,One year,DSL,Yes,Yes,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-004613,34,74.42,2486.16,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-004614,47,110.37,5285.92,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-004615,62,42.74,2619.21,Month-to-month,No,No,Yes,No,No,Yes,Yes,No,Electronic check,No,No,Yes,No,0
CUST-004616,15,96.63,1456.81,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer,No,Yes,Yes,No,0
CUST-004617,15,83.37,1071.41,Month-to-month,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,Yes,No,No,Yes,1
CUST-004618,20,68.37,1449.36,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-004619,36,73.03,2678.28,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Mailed check,Yes,No,No,Yes,1
CUST-004620,30,36.38,1159.65,Month-to-month,No,Yes,Yes,No,No,No,No,No,Bank transfer,No,No,No,Yes,0
CUST-004621,11,39.12,496.26,Month-to-month,No,No,No,No,No,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-004622,55,98.96,5520.72,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-004623,41,104.94,4528.73,One year,Fiber optic,No,No,Yes,No,Yes,No,Yes,Mailed check,Yes,Yes,Yes,No,0
CUST-004624,39,107.01,4052.14,Two year,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,Yes,0
CUST-004625,3,93.54,289.62,Month-to-month,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card,No,No,No,Yes,1
CUST-004626,41,94.38,4153.4,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-004627,42,84.35,3516.07,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No,1
CUST-004628,35,72.18,2652.64,Two year,DSL,No,No,No,No,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-004629,20,82.63,1583.68,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,No,1
CUST-004630,69,82.25,5488.89,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-004631,48,75.79,3689.75,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,No,No,No,No,0
CUST-004632,72,93.97,6869.23,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,1
CUST-004633,49,75.22,3744.33,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,0
CUST-004634,36,110.72,3941.86,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-004635,15,59.78,668.88,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Credit card,Yes,No,No,No,1
CUST-004636,39,87.24,3375.87,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-004637,43,88.06,3752.59,One year,DSL,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,Yes,No,0
CUST-004638,0,70.67,431.86,Two year,DSL,No,Yes,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,Yes,0
CUST-004639,35,94.69,3388.08,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,Yes,1
CUST-004640,55,60.82,3238.11,Month-to-month,No,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,No,Yes,0
CUST-004641,14,132.0,1906.82,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,No,No,No,No,1
CUST-004642,51,55.0,2758.86,Month-to-month,No,Yes,No,No,No,Yes,Yes,Yes,Credit card,No,Yes,No,Yes,0
CUST-004643,68,104.71,7060.31,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,1
CUST-004644,5,61.59,462.22,One year,DSL,No,No,Yes,No,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-004645,65,75.25,4706.54,Two year,DSL,Yes,No,Yes,No,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-004646,9,92.62,764.4,One year,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-004647,27,37.29,984.34,One year,No,No,No,No,No,Yes,Yes,Yes,Electronic check,No,No,No,Yes,0
CUST-004648,4,63.46,78.46,Month-to-month,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-004649,59,26.87,1514.68,Month-to-month,No,Yes,No,No,No,No,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-004650,31,120.38,3583.32,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-004651,36,70.4,2703.36,Month-to-month,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,No,No,Yes,Yes,0
